"grib_id","hrap_x","hrap_y","bin_area","area_name"
499792,947,446,16362750,"Deep"
499793,948,446,16358056,"Deep"
499794,949,446,16353359,"Deep"
499795,950,446,16348658,"Deep"
499796,951,446,16343952,"Deep"
499797,952,446,16339243,"Deep"
499798,953,446,16334529,"Deep"
499799,954,446,16329812,"Deep"
499800,955,446,16325090,"Deep"
499801,956,446,16320365,"Deep"
499802,957,446,16315635,"Deep"
499803,958,446,16310902,"Deep"
499804,959,446,16306164,"Deep"
499805,960,446,10517683,"Deep"
500903,937,447,385430,"Deep"
500904,938,447,9499315,"Deep"
500905,939,447,16410138,"Deep"
500906,940,447,16405468,"Deep"
500907,941,447,16400795,"Deep"
500908,942,447,16396117,"Deep"
500909,943,447,16391435,"Deep"
500910,944,447,16386749,"Deep"
500911,945,447,16382059,"Deep"
500912,946,447,16377364,"Deep"
500913,947,447,16372666,"Deep"
500914,948,447,16367963,"Deep"
500915,949,447,16363256,"Deep"
500916,950,447,16358545,"Deep"
500917,951,447,16353830,"Deep"
500918,952,447,16349111,"Deep"
500919,953,447,16344388,"Deep"
500920,954,447,16333169,"Deep"
500921,955,447,16334930,"Deep"
500922,956,447,16330195,"Deep"
500923,957,447,16307033,"Deep"
500924,958,447,14781117,"Deep"
500925,959,447,15212505,"Deep"
500926,960,447,15111721,"Deep"
500927,961,447,11205594,"Deep"
500928,962,447,1290826,"Deep"
502023,936,448,1177371,"Deep"
502024,937,448,10724898,"Deep"
502025,938,448,16424816,"Deep"
502026,939,448,16420141,"Deep"
502027,940,448,16415462,"Deep"
502028,941,448,16410779,"Deep"
502029,942,448,16406092,"Deep"
502030,943,448,16401400,"Deep"
502031,944,448,15059421,"Deep"
502032,945,448,12151908,"Deep"
502033,946,448,16387301,"Deep"
502034,947,448,16382593,"Deep"
502035,948,448,16377881,"Deep"
502036,949,448,16373164,"Deep"
502037,950,448,16368444,"Deep"
502038,951,448,16363720,"Deep"
502039,952,448,15751837,"Deep"
502040,953,448,14489369,"Deep"
502041,954,448,5336785,"Deep"
502042,955,448,13560705,"Deep"
502043,956,448,16340037,"Deep"
502044,957,448,7452119,"Deep"
502046,959,448,898080,"Deep"
502047,960,448,420952,"Deep"
502048,961,448,19784,"Deep"
503144,936,449,9558268,"Deep"
503145,937,449,16439520,"Deep"
503146,938,449,16434840,"Deep"
503147,939,449,16430156,"Deep"
503148,940,449,16425468,"Deep"
503149,941,449,15408063,"Deep"
503150,942,449,14577685,"Deep"
503151,943,449,11128156,"Deep"
503152,944,449,2224479,"Deep"
503153,945,449,189689,"Deep"
503154,946,449,2159130,"Deep"
